part_id,value,symbol,footprint,description,mfg,mpn,rating,package
RES-239,75k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 75k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-0775KL,1%,603
RES-240,82k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 82k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-0782KL,1%,603
RES-241,91k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 91k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-0791KL,1%,603
RES-242,100k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 100k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07100KL,1%,603
RES-243,110k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 110k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07110KL,1%,603
RES-244,120k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 120k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07120KL,1%,603
RES-245,130k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 130k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07130KL,1%,603
RES-246,150k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 150k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07150KL,1%,603
RES-247,160k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 160k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07160KL,1%,603
RES-248,180k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 180k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07180KL,1%,603
RES-249,200k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 200k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07200KL,1%,603
RES-250,220k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 220k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07220KL,1%,603
RES-251,240k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 240k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07240KL,1%,603
RES-252,270k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 270k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07270KL,1%,603
RES-253,300k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 300k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07300KL,1%,603
RES-254,330k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 330k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07330KL,1%,603
RES-255,360k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 360k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07360KL,1%,603
RES-256,390k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 390k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07390KL,1%,603
RES-257,430k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 430k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07430KL,1%,603
RES-258,470k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 470k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07470KL,1%,603
RES-259,510k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 510k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07510KL,1%,603
RES-260,560k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 560k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07560KL,1%,603
RES-261,620k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 620k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07620KL,1%,603
RES-262,680k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 680k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07680KL,1%,603
RES-263,750k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 750k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07750KL,1%,603
RES-264,820k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 820k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07820KL,1%,603
RES-265,910k,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 910k 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-07910KL,1%,603
RES-266,1M,INO_Symbols:R,INO_Footprints:R_0603_1608Metric,RES SMD 1M 1% 1/10W 0603 Yageo RC_L,YAGEO,RC0603FR-071ML,1%,603
